trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
269,False,"{'a': 0.7, 'e': 0.066968002747864}",25,17,14.155225110029033,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
270,False,"{'a': 0.7, 'e': 0.06629832272038537}",25,13,22.142027274852964,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
271,False,"{'a': 0.7, 'e': 0.06563533949318151}",20,14,11.140166447306065,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
272,False,"{'a': 0.7, 'e': 0.06497898609824969}",30,12,32.86115126675061,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
273,False,"{'a': 0.7, 'e': 0.0643291962372672}",20,15,9.083131457407209,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
274,False,"{'a': 0.7, 'e': 0.06368590427489453}",30,12,30.25898261646231,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
275,False,"{'a': 0.7, 'e': 0.06304904523214558}",30,18,21.141869598878163,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
276,False,"{'a': 0.7, 'e': 0.06241855477982412}",25,11,25.019323499908104,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
277,False,"{'a': 0.7, 'e': 0.06179436923202588}",25,6,29.200514169398144,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
278,False,"{'a': 0.7, 'e': 0.06117642553970562}",25,0,15.112800734831353,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
279,False,"{'a': 0.7, 'e': 0.06056466128430856}",25,7,-11.353095997796563,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
280,False,"{'a': 0.7, 'e': 0.05995901467146548}",20,14,9.842877082973036,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
281,False,"{'a': 0.7, 'e': 0.05935942452475082}",20,8,22.97584655364401,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
282,False,"{'a': 0.7, 'e': 0.058765830279503314}",20,9,21.18512998079728,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
283,False,"{'a': 0.7, 'e': 0.05817817197670828}",20,2,33.39426869694082,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
284,False,"{'a': 0.7, 'e': 0.057596390256941195}",30,17,2.2443330468119593,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
285,False,"{'a': 0.7, 'e': 0.05702042635437178}",30,9,13.38587190207913,"{0: 19, 1: 1, 2: 1, 3: 0, 4: 0}",1
286,False,"{'a': 0.7, 'e': 0.05645022209082806}",20,2,28.2219325357263,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
287,False,"{'a': 0.7, 'e': 0.05588571986991978}",20,13,14.028932237154752,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
288,False,"{'a': 0.7, 'e': 0.055326862671220584}",20,10,19.436649280587478,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
289,False,"{'a': 0.7, 'e': 0.05477359404450838}",20,0,23.814289853568816,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
290,False,"{'a': 0.7, 'e': 0.054225858104063294}",30,17,24.713297142082574,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
291,False,"{'a': 0.7, 'e': 0.05368359952302266}",20,0,30.676413786377033,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
292,False,"{'a': 0.7, 'e': 0.053146763527792434}",30,0,47.78806218432356,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
293,False,"{'a': 0.7, 'e': 0.052615295892514506}",20,8,22.323302754385963,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
294,False,"{'a': 0.7, 'e': 0.052089142933589364}",30,8,18.845436439368854,"{0: 21, 1: 0, 2: 0, 3: 1, 4: 0}",1
295,False,"{'a': 0.7, 'e': 0.05156825150425347}",20,13,11.940569390322109,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
296,False,"{'a': 0.7, 'e': 0.051052568989210935}",20,4,31.805838858157113,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
297,False,"{'a': 0.7, 'e': 0.05054204329931883}",25,15,19.603391551338085,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
298,False,"{'a': 0.7, 'e': 0.05003662286632564}",20,10,16.33451965005109,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
299,False,"{'a': 0.7, 'e': 0.04953625663766238}",20,12,-14.652670273163347,"{0: 6, 1: 1, 2: 0, 3: 1, 4: 0}",1
300,False,"{'a': 0.7, 'e': 0.04904089407128576}",25,12,16.82182459022629,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
301,False,"{'a': 0.7, 'e': 0.0485504851305729}",30,18,22.822092494271683,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
302,False,"{'a': 0.7, 'e': 0.048064980279267165}",25,15,8.400008944211516,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
303,False,"{'a': 0.7, 'e': 0.04758433047647449}",20,6,27.45626394791488,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
304,False,"{'a': 0.7, 'e': 0.04710848717170975}",30,17,20.91975127259793,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
305,False,"{'a': 0.7, 'e': 0.04663740229999265}",20,3,27.793047748853144,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
306,False,"{'a': 0.7, 'e': 0.04617102827699272}",20,4,14.366785109610737,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
307,False,"{'a': 0.7, 'e': 0.045709317994222794}",20,14,-31.93007464542631,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 1}",1
308,False,"{'a': 0.7, 'e': 0.04525222481428057}",30,18,16.31160482160398,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
309,False,"{'a': 0.7, 'e': 0.04479970256613776}",20,8,22.72640006722009,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
310,False,"{'a': 0.7, 'e': 0.04435170554047638}",25,15,-7.576361203242552,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
311,False,"{'a': 0.7, 'e': 0.043908188485071616}",25,11,22.14842565524703,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
312,False,"{'a': 0.7, 'e': 0.0434691066002209}",20,9,21.079935415316633,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
313,False,"{'a': 0.7, 'e': 0.04303441553421869}",20,12,14.512238513227372,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
314,False,"{'a': 0.7, 'e': 0.0426040713788765}",20,13,13.852527452390294,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
315,False,"{'a': 0.7, 'e': 0.04217803066508773}",25,18,10.15546157006841,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
316,False,"{'a': 0.7, 'e': 0.04175625035843686}",20,2,-15.49435860627321,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
317,False,"{'a': 0.7, 'e': 0.041338687854852486}",30,12,32.61762603270802,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
318,False,"{'a': 0.7, 'e': 0.04092530097630396}",20,12,1.535495714691449,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
319,False,"{'a': 0.7, 'e': 0.040516047966540916}",20,2,31.243674959500265,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
320,False,"{'a': 0.7, 'e': 0.04011088748687551}",20,11,17.082187319927787,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
321,False,"{'a': 0.7, 'e': 0.03970977861200675}",20,12,17.024730183767133,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
322,False,"{'a': 0.7, 'e': 0.03931268082588668}",30,14,5.026181052582311,"{0: 15, 1: 0, 2: 0, 3: 1, 4: 0}",1
323,False,"{'a': 0.7, 'e': 0.03891955401762781}",20,10,18.600359536374405,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
324,False,"{'a': 0.7, 'e': 0.03853035847745153}",35,20,-12.422535439554382,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
325,False,"{'a': 0.7, 'e': 0.03814505489267701}",25,1,28.21599406723857,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 0}",1
326,False,"{'a': 0.7, 'e': 0.03776360434375024}",25,2,39.03640428994093,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
327,False,"{'a': 0.7, 'e': 0.03738596830031274}",30,11,-9.360855630005968,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 1}",1
328,False,"{'a': 0.7, 'e': 0.03701210861730961}",25,9,27.10446164375671,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
329,False,"{'a': 0.7, 'e': 0.03664198753113651}",20,16,7.2953909615526795,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
330,False,"{'a': 0.7, 'e': 0.036275567655825146}",25,16,16.652737757703022,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
331,False,"{'a': 0.7, 'e': 0.03591281197926689}",20,9,8.276009006108563,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
332,False,"{'a': 0.7, 'e': 0.035553683859474224}",25,13,21.047820679962047,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
333,False,"{'a': 0.7, 'e': 0.03519814702087948}",20,8,21.911625764820947,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
334,False,"{'a': 0.7, 'e': 0.03484616555067068}",35,24,20.486162074566103,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
335,False,"{'a': 0.7, 'e': 0.034497703895163975}",25,10,25.045052669011916,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
336,False,"{'a': 0.7, 'e': 0.03415272685621234}",30,0,44.51077128259624,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
337,False,"{'a': 0.7, 'e': 0.03381119958765021}",25,15,16.48022463063421,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
338,False,"{'a': 0.7, 'e': 0.03347308759177371}",30,13,-13.301565676894631,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
339,False,"{'a': 0.7, 'e': 0.03313835671585597}",20,12,13.057680984970307,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
340,False,"{'a': 0.7, 'e': 0.03280697314869741}",30,3,45.72985930533823,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0}",1
341,False,"{'a': 0.7, 'e': 0.032478903417210436}",20,0,9.259794383521754,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
342,False,"{'a': 0.7, 'e': 0.032154114383038335}",20,8,0.6282351862845241,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
343,False,"{'a': 0.7, 'e': 0.03183257323920795}",20,13,11.593636434880604,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
344,False,"{'a': 0.7, 'e': 0.03151424750681587}",20,0,28.046115148569534,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
345,False,"{'a': 0.7, 'e': 0.03119910503174771}",25,4,32.16948146504065,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
346,False,"{'a': 0.7, 'e': 0.030887113981430233}",35,22,25.561652659130242,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
347,False,"{'a': 0.7, 'e': 0.03057824284161593}",25,14,23.2953145587691,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
348,False,"{'a': 0.7, 'e': 0.03027246041319977}",25,9,31.344289978151387,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
349,False,"{'a': 0.7, 'e': 0.029969735809067772}",25,0,39.202593152206134,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
350,False,"{'a': 0.7, 'e': 0.029670038450977095}",20,13,15.84228305707093,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
351,False,"{'a': 0.7, 'e': 0.029373338066467324}",25,14,20.45916578623681,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
352,False,"{'a': 0.7, 'e': 0.02907960468580265}",25,16,15.99922372724979,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
353,False,"{'a': 0.7, 'e': 0.028788808638944622}",20,5,21.018680558531987,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
354,False,"{'a': 0.7, 'e': 0.028500920552555174}",20,12,16.304147783574162,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
355,False,"{'a': 0.7, 'e': 0.028215911347029624}",20,6,25.494166732907583,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
356,False,"{'a': 0.7, 'e': 0.027933752233559327}",25,7,29.039863043890662,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
357,False,"{'a': 0.7, 'e': 0.027654414711223735}",30,16,-11.758238330962051,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
358,False,"{'a': 0.7, 'e': 0.027377870564111496}",20,0,21.02342235184368,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
359,False,"{'a': 0.7, 'e': 0.027104091858470382}",20,16,7.596188724320346,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
360,False,"{'a': 0.7, 'e': 0.026833050939885677}",25,13,21.677668215480896,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
361,False,"{'a': 0.7, 'e': 0.02656472043048682}",20,14,10.059510193476758,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
362,False,"{'a': 0.7, 'e': 0.02629907322618195}",20,8,21.97133111148984,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
363,False,"{'a': 0.7, 'e': 0.026036082493920133}",25,5,10.666781167044043,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",1
364,False,"{'a': 0.7, 'e': 0.02577572166898093}",25,6,28.990875745219324,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
365,False,"{'a': 0.7, 'e': 0.025517964452291122}",30,17,21.945484835579514,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
366,False,"{'a': 0.7, 'e': 0.02526278480776821}",20,6,26.75454710161526,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
367,False,"{'a': 0.7, 'e': 0.025010156959690527}",20,0,10.407168491502848,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
368,False,"{'a': 0.7, 'e': 0.02476005539009362}",30,13,27.997654396165167,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
369,False,"{'a': 0.7, 'e': 0.024512454836192684}",25,19,9.685190621265276,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
370,False,"{'a': 0.7, 'e': 0.024267330287830756}",25,0,44.051256563573745,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
371,False,"{'a': 0.7, 'e': 0.024024656984952448}",30,7,-1.3730302279871711,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 1}",1
372,False,"{'a': 0.7, 'e': 0.023784410415102923}",25,19,13.348521715847717,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
373,False,"{'a': 0.7, 'e': 0.023546566310951894}",20,11,19.52019289442523,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
374,False,"{'a': 0.7, 'e': 0.023311100647842375}",20,12,13.827319174047885,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
375,False,"{'a': 0.7, 'e': 0.02307798964136395}",20,0,-12.142078554169373,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
376,False,"{'a': 0.7, 'e': 0.022847209744950314}",25,7,31.25446327385327,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
377,False,"{'a': 0.7, 'e': 0.02261873764750081}",20,6,-15.771752831035126,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
378,False,"{'a': 0.7, 'e': 0.022392550271025803}",25,1,37.68823701014984,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
379,False,"{'a': 0.7, 'e': 0.022168624768315544}",20,8,18.903877959421926,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
380,False,"{'a': 0.7, 'e': 0.02194693852063239}",20,10,20.4517491091747,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
381,False,"{'a': 0.7, 'e': 0.021727469135426065}",25,20,10.993437796837993,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
382,False,"{'a': 0.7, 'e': 0.021510194444071803}",25,7,25.562607578486766,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
383,False,"{'a': 0.7, 'e': 0.021295092499631085}",20,5,26.63947908064129,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
384,False,"{'a': 0.7, 'e': 0.021082141574634772}",25,11,27.342543671460426,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
385,False,"{'a': 0.7, 'e': 0.020871320158888425}",30,16,30.23753991286471,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
386,False,"{'a': 0.7, 'e': 0.020662606957299542}",25,1,40.3925449481764,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
387,False,"{'a': 0.7, 'e': 0.020455980887726547}",25,17,16.082617817983266,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
388,False,"{'a': 0.7, 'e': 0.02025142107884928}",20,5,28.09886203083459,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
389,False,"{'a': 0.7, 'e': 0.020048906868060788}",30,16,26.945044242879764,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
390,False,"{'a': 0.7, 'e': 0.01984841779938018}",25,8,29.877968821769098,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
391,False,"{'a': 0.7, 'e': 0.019649933621386378}",20,13,12.738025098987855,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
392,False,"{'a': 0.7, 'e': 0.019453434285172513}",20,4,5.245054545361974,"{0: 15, 1: 0, 2: 0, 3: 1, 4: 0}",1
393,False,"{'a': 0.7, 'e': 0.019258899942320787}",25,2,40.777876051007766,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
394,False,"{'a': 0.7, 'e': 0.01906631094289758}",20,11,14.090312938485862,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
395,False,"{'a': 0.7, 'e': 0.018875647833468602}",20,0,32.93426887791358,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
396,False,"{'a': 0.7, 'e': 0.018686891355133916}",30,22,12.126176638000077,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
397,False,"{'a': 0.7, 'e': 0.018500022441582577}",20,8,25.84865351652732,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
398,False,"{'a': 0.7, 'e': 0.01831502221716675}",20,2,28.69920264820777,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
399,False,"{'a': 0.7, 'e': 0.018131871994995084}",25,2,36.12090852194319,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
400,False,"{'a': 0.7, 'e': 0.017950553275045134}",25,14,17.33386405820817,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
401,False,"{'a': 0.7, 'e': 0.017771047742294682}",20,9,21.282990908130127,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
402,False,"{'a': 0.7, 'e': 0.017593337264871736}",25,13,11.79609416015735,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
403,False,"{'a': 0.7, 'e': 0.01741740389222302}",20,12,14.653221322074993,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
404,False,"{'a': 0.7, 'e': 0.01724322985330079}",30,21,9.59614550964277,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
405,False,"{'a': 0.7, 'e': 0.017070797554767782}",30,19,19.570122001655278,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
406,False,"{'a': 0.7, 'e': 0.016900089579220106}",25,19,10.508343645013703,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
407,False,"{'a': 0.7, 'e': 0.016731088683427906}",30,14,14.560544825298445,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
408,False,"{'a': 0.7, 'e': 0.016563777796593626}",20,8,22.70940206699208,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
409,False,"{'a': 0.7, 'e': 0.016398140018627688}",25,14,23.308772077393662,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
410,False,"{'a': 0.7, 'e': 0.01623415861844141}",25,11,27.495236953021294,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
411,False,"{'a': 0.7, 'e': 0.016071817032256998}",20,10,16.267730790967835,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
412,False,"{'a': 0.7, 'e': 0.01591109886193443}",20,16,4.604872348083249,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
413,False,"{'a': 0.7, 'e': 0.015751987873315085}",25,7,30.563000091468133,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
414,False,"{'a': 0.7, 'e': 0.015594467994581935}",30,16,28.10634523962592,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
415,False,"{'a': 0.7, 'e': 0.015438523314636115}",20,14,-8.40096368345526,"{0: 5, 1: 0, 2: 0, 3: 1, 4: 0}",1
416,False,"{'a': 0.7, 'e': 0.015284138081489753}",20,16,5.2791609666793375,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
417,False,"{'a': 0.7, 'e': 0.015131296700674856}",20,13,12.372001227091054,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
418,False,"{'a': 0.7, 'e': 0.014979983733668108}",25,7,32.177020380584125,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
419,False,"{'a': 0.7, 'e': 0.014830183896331426}",25,17,13.190296455907559,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
420,False,"{'a': 0.7, 'e': 0.014681882057368112}",20,1,28.410656947203915,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
421,False,"{'a': 0.7, 'e': 0.01453506323679443}",25,11,26.518608857925486,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
422,False,"{'a': 0.7, 'e': 0.014389712604426485}",30,17,23.54984639854382,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
423,False,"{'a': 0.7, 'e': 0.01424581547838222}",25,13,20.155803095212402,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
424,False,"{'a': 0.7, 'e': 0.014103357323598397}",30,7,39.528738555854375,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
425,False,"{'a': 0.7, 'e': 0.013962323750362413}",20,16,7.528168637131317,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
426,False,"{'a': 0.7, 'e': 0.013822700512858789}",25,10,28.51548985913419,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
427,False,"{'a': 0.7, 'e': 0.0136844735077302}",20,5,17.74109886145548,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
428,False,"{'a': 0.7, 'e': 0.013547628772652899}",25,17,16.19243346565989,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
429,False,"{'a': 0.7, 'e': 0.01341215248492637}",25,17,15.122004451515544,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
430,False,"{'a': 0.7, 'e': 0.013278030960077106}",20,12,19.554484980215207,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
431,False,"{'a': 0.7, 'e': 0.013145250650476335}",20,5,26.625917184032133,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
432,False,"{'a': 0.7, 'e': 0.01301379814397157}",25,17,12.108683128417548,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
433,False,"{'a': 0.7, 'e': 0.012883660162531854}",25,0,41.9729212511349,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
434,False,"{'a': 0.7, 'e': 0.012754823560906535}",30,24,9.33513272551384,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
435,False,"{'a': 0.7, 'e': 0.01262727532529747}",20,7,21.050535080568597,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
436,False,"{'a': 0.7, 'e': 0.012501002572044496}",20,10,-5.058518910201221,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
437,False,"{'a': 0.7, 'e': 0.01237599254632405}",25,14,20.76165725608575,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
438,False,"{'a': 0.7, 'e': 0.01225223262086081}",25,18,13.71324926288806,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
439,False,"{'a': 0.7, 'e': 0.012129710294652202}",20,11,17.35687981636327,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
440,False,"{'a': 0.7, 'e': 0.01200841319170568}",20,12,14.835939392519787,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
441,False,"{'a': 0.7, 'e': 0.011888329059788623}",20,11,16.188545441404948,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
442,False,"{'a': 0.7, 'e': 0.011769445769190737}",30,18,23.287099306387926,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
443,False,"{'a': 0.7, 'e': 0.01165175131149883}",20,8,23.850727560043893,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
444,False,"{'a': 0.7, 'e': 0.011535233798383842}",20,16,9.062012992066272,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
445,False,"{'a': 0.7, 'e': 0.011419881460400004}",25,11,-4.001710921843991,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 0}",1
446,False,"{'a': 0.7, 'e': 0.011305682645796004}",25,15,22.70397150086304,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
447,False,"{'a': 0.7, 'e': 0.011192625819338045}",30,12,28.354984704457703,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
448,False,"{'a': 0.7, 'e': 0.011080699561144665}",20,0,36.13397864828421,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
449,False,"{'a': 0.7, 'e': 0.010969892565533218}",25,0,36.32034734000991,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
450,False,"{'a': 0.7, 'e': 0.010860193639877886}",20,3,24.772129526438174,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
451,False,"{'a': 0.7, 'e': 0.010751591703479106}",20,15,9.512881723207022,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
452,False,"{'a': 0.7, 'e': 0.010644075786444315}",20,4,24.57267813905979,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
453,False,"{'a': 0.7, 'e': 0.010537635028579873}",25,17,18.91905397914195,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
