trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
454,False,"{'a': 0.7, 'e': 0.010432258678294073}",20,16,10.474845189811097,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
455,False,"{'a': 0.7, 'e': 0.010327936091511133}",20,8,22.78040422972944,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
456,False,"{'a': 0.7, 'e': 0.010224656730596022}",20,8,23.690942627875316,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
457,False,"{'a': 0.7, 'e': 0.01012241016329006}",20,9,18.751774264834413,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
458,False,"{'a': 0.7, 'e': 0.01002118606165716}",25,2,13.210332757935097,"{0: 22, 1: 0, 2: 0, 3: 1, 4: 0}",1
459,False,"{'a': 0.7, 'e': 0.009920974201040588}",30,22,13.093241603406618,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0, 'e': 0}",20,11,14.758599527530913,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0, 'e': 0}",20,13,11.809626461912618,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0, 'e': 0}",20,10,17.64913387634163,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0, 'e': 0}",20,0,28.41862323475839,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0, 'e': 0}",20,5,28.681453819744476,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0, 'e': 0}",20,2,25.96072572215467,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0, 'e': 0}",25,3,36.4544446292956,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0, 'e': 0}",20,6,24.56204008387426,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0, 'e': 0}",25,11,24.346434013705654,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0, 'e': 0}",20,14,11.980629336992381,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
